date	sensor	value	cx	cy
2022-01-28T04:15:00Z	vpd04_p	1.30621924522309	1192	895
2022-01-28T04:30:00Z	vpd04_p	1.3211205658487	1192	895
2022-01-28T04:45:00Z	vpd04_p	1.3429331967226	1192	895
2022-01-28T05:00:00Z	vpd04_p	1.3346013879492	1192	895
2022-01-28T05:15:00Z	vpd04_p	1.42259377435781	1192	895
2022-01-28T05:30:00Z	vpd04_p	1.51228072274866	1192	895
2022-01-28T05:45:00Z	vpd04_p	1.5754031727072	1192	895
2022-01-28T06:00:00Z	vpd04_p	1.60738013824594	1192	895
2022-01-28T06:15:00Z	vpd04_p	1.63229620409205	1192	895
2022-01-28T06:30:00Z	vpd04_p	1.65499362095632	1192	895
2022-01-28T06:45:00Z	vpd04_p	1.67030773450404	1192	895
2022-01-28T07:00:00Z	vpd04_p	1.69868487284584	1192	895
2022-01-28T07:15:00Z	vpd04_p	1.71171748063202	1192	895
2022-01-28T07:30:00Z	vpd04_p	1.73273996804812	1192	895
2022-01-28T07:45:00Z	vpd04_p	1.75929253136943	1192	895
2022-01-28T08:00:00Z	vpd04_p	1.76713930266784	1192	895
2022-01-28T08:15:00Z	vpd04_p	1.81895243621775	1192	895
2022-01-28T08:30:00Z	vpd04_p	1.92971210712782	1192	895
2022-01-28T08:45:00Z	vpd04_p	2.22136617448637	1192	895
2022-01-28T09:00:00Z	vpd04_p	2.49695124471183	1192	895
2022-01-28T09:15:00Z	vpd04_p	2.60341023469881	1192	895
2022-01-28T09:30:00Z	vpd04_p	2.65554139133542	1192	895
2022-01-28T09:45:00Z	vpd04_p	2.64428310286742	1192	895
2022-01-28T10:00:00Z	vpd04_p	2.42161552549099	1192	895
2022-01-28T10:15:00Z	vpd04_p	2.33701326860987	1192	895
2022-01-28T10:30:00Z	vpd04_p	2.30796764482902	1192	895
2022-01-28T10:45:00Z	vpd04_p	2.36088056290211	1192	895
2022-01-28T11:00:00Z	vpd04_p	2.5203763222233	1192	895
2022-01-28T11:15:00Z	vpd04_p	2.45019193912427	1192	895
2022-01-28T11:30:00Z	vpd04_p	2.443794571137	1192	895
2022-01-28T11:45:00Z	vpd04_p	2.57118493036542	1192	895
2022-01-28T12:00:00Z	vpd04_p	2.26221166284326	1192	895
2022-01-28T12:15:00Z	vpd04_p	2.13205016963875	1192	895
2022-01-28T12:30:00Z	vpd04_p	2.05186157458037	1192	895
2022-01-28T12:45:00Z	vpd04_p	2.00354176865601	1192	895
2022-01-28T13:00:00Z	vpd04_p	2.00064295255143	1192	895
2022-01-28T13:15:00Z	vpd04_p	2.03393243886012	1192	895
2022-01-28T13:30:00Z	vpd04_p	2.12710735520123	1192	895
2022-01-28T13:45:00Z	vpd04_p	2.06461319814577	1192	895
2022-01-28T14:00:00Z	vpd04_p	2.0369515289786	1192	895
2022-01-28T14:15:00Z	vpd04_p	2.03698181283142	1192	895
2022-01-28T14:30:00Z	vpd04_p	2.02474446125992	1192	895
2022-01-28T14:45:00Z	vpd04_p	2.09523779260902	1192	895
2022-01-28T15:00:00Z	vpd04_p	2.07052492651577	1192	895
2022-01-28T15:15:00Z	vpd04_p	2.42351356919811	1192	895
2022-01-28T15:30:00Z	vpd04_p	2.17690471508174	1192	895
2022-01-28T15:45:00Z	vpd04_p	1.97938739095648	1192	895
2022-01-28T16:00:00Z	vpd04_p	2.00949583037564	1192	895
2022-01-28T16:15:00Z	vpd04_p	2.05527805665925	1192	895
2022-01-28T16:30:00Z	vpd04_p	2.41086593111368	1192	895
2022-01-28T16:45:00Z	vpd04_p	2.18566324352008	1192	895
2022-01-28T17:00:00Z	vpd04_p	1.95877403645203	1192	895
2022-01-28T17:15:00Z	vpd04_p	2.00962787599103	1192	895
2022-01-28T17:30:00Z	vpd04_p	2.03393243886012	1192	895
2022-01-28T17:45:00Z	vpd04_p	2.0460964878485	1192	895
2022-01-28T18:00:00Z	vpd04_p	2.0397453849328	1192	895
2022-01-28T18:15:00Z	vpd04_p	2.01523530401971	1192	895
2022-01-28T18:30:00Z	vpd04_p	2.02422220848734	1192	895
2022-01-28T18:45:00Z	vpd04_p	2.01490830262007	1192	895
2022-01-28T19:00:00Z	vpd04_p	2.00869903204189	1192	895
2022-01-28T19:15:00Z	vpd04_p	1.91423084286154	1192	895
2022-01-28T19:30:00Z	vpd04_p	1.7764246858741	1192	895
2022-01-28T19:45:00Z	vpd04_p	1.69389590664819	1192	895
2022-01-28T20:00:00Z	vpd04_p	1.62925320119686	1192	895
2022-01-28T20:15:00Z	vpd04_p	1.56921389646136	1192	895
2022-01-28T20:30:00Z	vpd04_p	1.52030753285804	1192	895
2022-01-28T20:45:00Z	vpd04_p	1.47759167987826	1192	895
2022-01-28T21:00:00Z	vpd04_p	1.44811929426153	1192	895
2022-01-28T21:15:00Z	vpd04_p	1.45627032560982	1192	895
2022-01-28T21:30:00Z	vpd04_p	1.4480350626533	1192	895
2022-01-28T21:45:00Z	vpd04_p	1.43975559562402	1192	895
2022-01-28T22:00:00Z	vpd04_p	1.42439414833749	1192	895
2022-01-28T22:15:00Z	vpd04_p	1.41380143891027	1192	895
2022-01-28T22:30:00Z	vpd04_p	1.39635952107429	1192	895
2022-01-28T22:45:00Z	vpd04_p	1.38588897237534	1192	895
2022-01-28T23:00:00Z	vpd04_p	1.37097199413158	1192	895
2022-01-28T23:15:00Z	vpd04_p	1.35177563279329	1192	895
2022-01-28T23:30:00Z	vpd04_p	1.33281891758718	1192	895
2022-01-28T23:45:00Z	vpd04_p	1.31840071169218	1192	895
2022-01-28T00:00:00Z	vpd05_p	1.15830710377181	1623	895
2022-01-28T00:15:00Z	vpd05_p	1.15489789960998	1623	895
2022-01-28T00:30:00Z	vpd05_p	1.15489789960998	1623	895
2022-01-28T00:45:00Z	vpd05_p	1.17095083362681	1623	895
2022-01-28T01:00:00Z	vpd05_p	1.16654047267153	1623	895
2022-01-28T01:15:00Z	vpd05_p	1.20127513492311	1623	895
2022-01-28T01:30:00Z	vpd05_p	1.18859227744793	1623	895
2022-01-28T01:45:00Z	vpd05_p	1.2026866862918	1623	895
2022-01-28T02:00:00Z	vpd05_p	1.2093436236698	1623	895
2022-01-28T02:15:00Z	vpd05_p	1.2160005610478	1623	895
2022-01-28T02:30:00Z	vpd05_p	1.19779477887737	1623	895
2022-01-28T02:45:00Z	vpd05_p	1.19997258756624	1623	895
2022-01-28T03:00:00Z	vpd05_p	1.2053014132552	1623	895
2022-01-28T03:15:00Z	vpd05_p	1.20650601363284	1623	895
2022-01-28T03:30:00Z	vpd05_p	1.19898610760955	1623	895
2022-01-28T03:45:00Z	vpd05_p	1.24484728968579	1623	895
2022-01-28T04:00:00Z	vpd05_p	1.21846422127107	1623	895
2022-01-28T04:15:00Z	vpd05_p	1.21731615467826	1623	895
2022-01-28T04:30:00Z	vpd05_p	1.2237683604451	1623	895
2022-01-28T04:45:00Z	vpd05_p	1.24913055555539	1623	895
2022-01-28T05:00:00Z	vpd05_p	1.22681568545248	1623	895
2022-01-28T05:15:00Z	vpd05_p	1.3505772416948	1623	895
